ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min)
0x6c26 ,SURRES02DEL02 ,24,4.4,21.186608,72.794136,21.316608,72.924136,08-03-2022,21:40:00,21:50:00,conditions Cloudy,Jam ,2,Drinks ,electric_scooter ,1,No ,Metropolitian ,(min) 32
0xad08 ,INDORES010DEL03 ,31,4.7,22.75004,75.902847,22.78004,75.932847,05-04-2022,19:50:00,20:05:00,conditions Sunny,Jam ,2,Snack ,electric_scooter ,0,No ,Urban ,(min) 19
0x9923 ,JAPRES20DEL01 ,24,4.6,26.956431,75.776649,26.996431,75.816649,01-03-2022,14:25:00,14:30:00,conditions Stormy,High ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 26
0x41ce ,BANGRES17DEL01 ,30,4.6,12.972532,77.608179,13.042532,77.678179,29-03-2022,00:00:00,00:15:00,conditions Fog,Low ,2,Drinks ,electric_scooter ,1,No ,Metropolitian ,(min) 27
0x947d ,MUMRES20DEL02 ,26,4.7,19.103249,72.846749,19.123249,72.866749,01-03-2022,10:20:00,10:30:00,conditions Fog,Low ,1,Snack ,scooter ,0,No ,Metropolitian ,(min) 18
0x77fd ,JAPRES07DEL03 ,31,4.7,26.766536,75.837333,26.826536,75.897333,28-03-2022,17:45:00,17:55:00,conditions Cloudy,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 28
0x78e4 ,MUMRES12DEL01 ,26,4.9,19.207222,72.972281,19.247222,73.012281,28-03-2022,13:20:00,13:25:00,conditions Cloudy,High ,2,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 22
0xad38 ,BANGRES010DEL01 ,23,4.8,12.933298,77.614293,13.003298,77.684293,16-03-2022,18:30:00,18:45:00,conditions Sandstorms,Medium ,2,Buffet ,electric_scooter ,1,No ,Metropolitian ,(min) 18
0x94fe ,PUNERES16DEL03 ,34,4.5,18.536718,73.830327,18.626718,73.920327,31-03-2022,19:40:00,19:45:00,conditions Sunny,Jam ,0,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 29
0xb5e0 ,MUMRES02DEL02 ,25,4.6,19.221315,72.862381,19.271315,72.912381,11-03-2022,23:35:00,23:50:00,conditions Cloudy,Low ,2,Buffet ,scooter ,0,No ,NaN ,(min) 16
0x65a9 ,HYDRES19DEL03 ,36,4.8,17.458998,78.500366,17.488998,78.530366,30-03-2022,23:45:00,00:00:00,conditions Fog,Low ,1,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 17
0x2c76 ,INDORES17DEL03 ,23,4.9,22.761226,75.887522,22.791226,75.917522,11-03-2022,20:30:00,20:45:00,conditions Cloudy,Jam ,1,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 20
0x5282 ,BANGRES13DEL02 ,34,4.9,12.935662,77.61413,12.955662,77.63413,17-03-2022,10:35:00,10:45:00,conditions Windy,Low ,1,Meal ,scooter ,1,No ,Urban ,(min) 21
0x157c ,MUMRES01DEL03 ,25,4.7,19.12663,72.829976,19.18663,72.889976,21-03-2022,20:25:00,20:40:00,conditions Windy,Jam ,2,Drinks ,scooter ,1,No ,Metropolitian ,(min) 20
0xad09 ,CHENRES17DEL03 ,29,4.6,13.045479,80.23311,13.135479,80.32311,08-03-2022,22:55:00,23:00:00,conditions Stormy,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 19
0xab96 ,INDORES01DEL01 ,28,4.2,22.695207,75.866059,22.765207,75.936059,02-04-2022,20:50:00,21:00:00,conditions Sandstorms,Jam ,0,Drinks ,motorcycle ,1,No ,Urban ,(min) 38
0x3787 ,PUNERES14DEL03 ,36,4.9,18.516216,73.842527,18.606216,73.932527,20-03-2022,23:45:00,00:00:00,conditions Fog,Low ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 29
0x83f8 ,RANCHIRES13DEL01 ,32,4.8,23.374989,85.335486,23.384989,85.345486,03-04-2022,12:00:00,12:10:00,conditions Sandstorms,High ,2,Buffet ,motorcycle ,1,No ,Urban ,(min) 27
0xcce7 ,AURGRES06DEL01 ,33,4.4,19.874449,75.360232,19.944449,75.430232,16-02-2022,18:25:00,18:35:00,conditions Stormy,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 34
0x835c ,RANCHIRES09DEL03 ,28,4.5,23.351058,85.325731,23.441058,85.415731,04-03-2022,21:50:00,22:00:00,conditions Sandstorms,Jam ,2,Drinks ,scooter ,1,No ,Metropolitian ,(min) 29
0x52e ,MYSRES05DEL02 ,NaN ,NaN ,12.323978,76.627961,12.343978,76.647961,19-03-2022,NaN ,10:40:00,conditions Sandstorms,Low ,1,Meal ,motorcycle ,1,No ,Urban ,(min) 11
0x6ca9 ,MYSRES07DEL03 ,34,4.1,12.325461,76.632278,12.415461,76.722278,08-03-2022,18:40:00,18:55:00,conditions Sandstorms,Medium ,0,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 47
0x5b3a ,HYDRES07DEL03 ,26,4.1,17.424114,78.347554,17.484114,78.407554,30-03-2022,22:10:00,22:15:00,conditions Windy,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 23
0x504 ,PUNERES010DEL03 ,NaN ,NaN ,18.539299,73.897902,18.569299,73.927902,03-04-2022,NaN ,22:50:00,conditions NaN,NaN ,3,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 24
0xd77f ,AURGRES07DEL02 ,24,4.6,19.875908,75.358888,20.005908,75.488888,16-02-2022,21:00:00,21:15:00,conditions Sandstorms,Jam ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 26
0x21da ,VADRES13DEL03 ,25,4.7,22.310237,73.158921,22.340237,73.188921,15-03-2022,22:10:00,22:20:00,conditions Stormy,Low ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 15
0x3ec4 ,MUMRES09DEL01 ,32,5,18.994049,72.825203,19.064049,72.895203,02-03-2022,18:40:00,18:45:00,conditions Sandstorms,Medium ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 25
0x959d ,SURRES14DEL02 ,32,5,21.157729,72.768726,21.237729,72.848726,14-03-2022,19:55:00,20:05:00,conditions Fog,Jam ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 49
0x62eb ,MYSRES07DEL03 ,31,4.8,12.325461,76.632278,12.355461,76.662278,11-03-2022,21:50:00,21:55:00,conditions Sunny,Jam ,2,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 23
0x8daf ,MUMRES19DEL02 ,23,5,19.131141,72.813074,19.21114,72.893074,20-03-2022,18:40:00,18:50:00,conditions Sandstorms,Medium ,1,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 27
0x79f5 ,HYDRES15DEL01 ,27,4.9,17.45971,78.368855,17.49971,78.408855,17-03-2022,15:25:00,15:35:00,conditions Sandstorms,Medium ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 21
0x7c41 ,INDORES010DEL03 ,31,4.6,22.75004,75.902847,22.78004,75.932847,01-04-2022,17:20:00,17:30:00,conditions Windy,Medium ,0,Drinks ,motorcycle ,1,No ,NaN ,(min) 32
0xb742 ,SURRES010DEL03 ,29,4.9,21.17106,72.789292,21.20106,72.819292,01-04-2022,22:00:00,22:15:00,conditions Fog,Jam ,1,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 20
0x65eb ,COIMBRES13DEL02 ,24,4.3,11.003669,76.976494,11.083669,77.056494,02-03-2022,19:50:00,20:05:00,conditions Sandstorms,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 34
0x7473 ,VADRES02DEL01 ,38,4,0.0,0.0,0.01,0.01,11-03-2022,10:35:00,10:45:00,conditions Stormy,Low ,0,Buffet ,motorcycle ,1,No ,Urban ,(min) 33
0xa49 ,CHENRES04DEL02 ,NaN ,NaN ,13.02978,80.208812,13.15978,80.338812,06-03-2022,NaN ,20:05:00,conditions Stormy,Jam ,1,Buffet ,scooter ,1,No ,Metropolitian ,(min) 40
0xb6cc ,MUMRES14DEL02 ,25,4.9,19.1813,72.836191,19.2613,72.916191,27-03-2022,21:45:00,22:00:00,conditions Sandstorms,Jam ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 15
0xc3bb ,KOLRES04DEL02 ,31,4.7,22.538731,88.364878,22.588731,88.414878,15-02-2022,19:15:00,19:25:00,conditions Sunny,Jam ,1,Buffet ,scooter ,0,No ,Metropolitian ,(min) 17
0x6d9 ,MUMRES02DEL01 ,21,4.8,19.221315,72.862381,19.231315,72.872381,13-03-2022,08:10:00,08:20:00,conditions Sandstorms,Low ,2,Buffet ,motorcycle ,1,No ,Urban ,(min) 17
0x8fb7 ,MUMRES12DEL01 ,38,4.4,19.207222,72.972281,19.277222,73.042281,25-03-2022,21:25:00,21:40:00,conditions Sandstorms,Jam ,1,Drinks ,scooter ,1,No ,Metropolitian ,(min) 34
0xb4be ,INDORES13DEL03 ,34,4.7,22.745049,75.892471,22.775049,75.922471,01-04-2022,22:00:00,22:05:00,conditions Windy,Jam ,1,Meal ,scooter ,0,No ,Metropolitian ,(min) 29
0x534d ,HYDRES04DEL01 ,30,4.7,17.411028,78.329645,17.521028,78.439645,25-03-2022,22:50:00,23:00:00,conditions Sandstorms,Low ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 20
0x2a6b ,BANGRES09DEL02 ,38,4,12.934179,77.615797,12.954179,77.635797,09-03-2022,10:50:00,10:55:00,conditions Sandstorms,Low ,0,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 25
0xc669 ,LUDHRES15DEL01 ,25,4.9,30.899584,75.809346,30.969584,75.879346,18-02-2022,20:00:00,20:15:00,conditions Sandstorms,Jam ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 28
0xda28 ,AURGRES11DEL03 ,39,4.4,0.0,0.0,0.09,0.09,14-02-2022,17:20:00,17:25:00,conditions Sandstorms,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 44
0x74d1 ,JAPRES03DEL03 ,35,4.6,26.913483,75.803139,27.053483,75.943139,12-03-2022,22:10:00,22:25:00,conditions Windy,Low ,2,Meal ,electric_scooter ,0,No ,Metropolitian ,(min) 15
0xb443 ,MYSRES12DEL03 ,37,4.5,12.284747,76.625861,12.314747,76.655861,28-03-2022,22:50:00,23:00:00,conditions Windy,Low ,2,Snack ,scooter ,1,No ,Metropolitian ,(min) 26
0x68a7 ,COIMBRES19DEL01 ,31,4.6,11.022298,76.998349,11.092298,77.068349,12-03-2022,22:30:00,22:40:00,conditions Stormy,Low ,1,Meal ,scooter ,0,No ,Metropolitian ,(min) 22
0xac2 ,PUNERES06DEL02 ,NaN ,NaN ,18.546258,73.904337,18.596258,73.954337,03-04-2022,17:30:00,17:40:00,conditions Cloudy,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 33
0x564c ,HYDRES11DEL01 ,36,4.1,17.430448,78.418213,17.440448,78.428213,17-03-2022,08:20:00,08:25:00,conditions Windy,Low ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 21
0x2732 ,VADRES18DEL03 ,33,5,0.0,0.0,0.03,0.03,26-03-2022,23:15:00,23:25:00,conditions Fog,Low ,0,Buffet ,motorcycle ,0,No ,Urban ,(min) 27
0x50d5 ,VADRES06DEL02 ,27,4.9,22.31279,73.170283,22.39279,73.250283,29-03-2022,22:35:00,22:45:00,conditions Windy,Low ,1,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 12
0x4f0f ,MYSRES06DEL02 ,20,4.7,12.323994,76.626167,12.453994,76.756167,20-03-2022,23:20:00,23:30:00,conditions Fog,Low ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 29
0xb290 ,PUNERES18DEL01 ,31,4.8,18.593481,73.785901,18.663481,73.855901,29-03-2022,22:20:00,22:35:00,conditions Windy,Low ,2,Snack ,electric_scooter ,1,No ,Urban ,(min) 15
0x6fc0 ,JAPRES05DEL01 ,36,4.8,26.905287,75.794592,26.975287,75.864592,12-03-2022,21:25:00,21:30:00,conditions Sandstorms,Jam ,1,Buffet ,scooter ,1,No ,Metropolitian ,(min) 28
0x11f6 ,RANCHIRES04DEL01 ,23,4.9,23.359033,85.325347,23.369033,85.335347,01-03-2022,09:00:00,09:05:00,conditions Sunny,Low ,2,Buffet ,scooter ,0,No ,Metropolitian ,(min) 21
0x15c9 ,VADRES14DEL02 ,22,4.8,22.311603,73.165012,22.391603,73.245012,02-04-2022,19:00:00,19:05:00,conditions Windy,Medium ,1,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 24
0xce3d ,KNPRES04DEL02 ,27,4.8,26.471529,80.313458,26.601529,80.443458,18-02-2022,17:35:00,17:50:00,conditions Sandstorms,Medium ,2,Snack ,scooter ,0,No ,Metropolitian ,(min) 17
0xdd9f ,DEHRES08DEL01 ,25,4.6,30.359722,78.067079,30.469722,78.177079,16-02-2022,22:10:00,22:15:00,conditions Windy,Low ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 17
0x6026 ,HYDRES08DEL02 ,21,4.4,17.438263,78.397865,17.568263,78.527865,08-03-2022,17:35:00,17:45:00,conditions Fog,Medium ,2,Buffet ,scooter ,1,No ,Metropolitian ,(min) 32
0x7e8 ,CHENRES17DEL01 ,35,4.4,13.045479,80.23311,13.085479,80.27311,21-03-2022,15:55:00,16:05:00,conditions Sandstorms,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 36
0xca5b ,KOCRES03DEL02 ,21,4.3,10.020683,76.310631,10.040683,76.330631,17-02-2022,08:35:00,08:45:00,conditions Sandstorms,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 29
0x7900 ,BANGRES06DEL01 ,29,4.5,12.979096,77.640625,12.989096,77.650625,03-03-2022,09:00:00,09:15:00,conditions Fog,Low ,0,Snack ,motorcycle ,1,No ,NaN ,(min) 24
0x52ec ,MYSRES01DEL01 ,23,4.6,12.311072,76.654878,12.381072,76.724878,08-03-2022,19:00:00,19:15:00,conditions Windy,Medium ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 26
0x2403 ,INDORES12DEL03 ,22,4.6,22.74806,75.8934,22.77806,75.9234,07-03-2022,21:50:00,22:05:00,conditions Sunny,Jam ,1,Drinks ,motorcycle ,0,No ,Urban ,(min) 15
0x6aa ,HYDRES12DEL01 ,NaN ,NaN ,17.429585,78.392621,17.439585,78.402621,19-03-2022,NaN ,08:30:00,conditions Fog,Low ,1,Drinks ,scooter ,0,No ,Metropolitian ,(min) 19
0x559e ,VADRES15DEL01 ,37,4.9,0.0,0.0,0.07,0.07,20-03-2022,22:55:00,23:10:00,conditions Sandstorms,Low ,1,Buffet ,scooter ,0,No ,Urban ,(min) 20
0x9197 ,HYDRES14DEL03 ,23,5,17.426228,78.407495,17.486228,78.467495,03-03-2022,17:45:00,18:00:00,conditions Fog,Medium ,2,Drinks ,scooter ,0,No ,Metropolitian ,(min) 15
0x6ee7 ,BANGRES03DEL03 ,25,4.9,12.979166,77.640709,13.009166,77.670709,26-03-2022,22:00:00,22:15:00,conditions Sandstorms,Jam ,2,Snack ,electric_scooter ,1,No ,Urban ,(min) 14
0x9630 ,INDORES08DEL02 ,29,4.9,22.725748,75.898497,22.855747,76.028497,29-03-2022,23:40:00,23:50:00,conditions Stormy,Low ,1,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 14
0x93b9 ,BANGRES01DEL03 ,26,4.9,12.933284,77.615428,12.993284,77.675428,09-03-2022,22:25:00,22:35:00,conditions Fog,Low ,2,Buffet ,electric_scooter ,1,No ,Urban ,(min) 13
0xdace ,LUDHRES11DEL03 ,24,4.6,30.893081,75.821495,30.953081,75.881495,17-02-2022,20:25:00,20:40:00,conditions Sunny,Jam ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 16
0x3fc6 ,BANGRES15DEL02 ,37,4.8,12.975377,77.696664,13.055377,77.776664,12-03-2022,22:15:00,22:30:00,conditions Stormy,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 26
0x70a2 ,CHENRES12DEL01 ,32,4.6,12.972793,80.249982,13.012793,80.289982,26-03-2022,13:30:00,13:45:00,conditions Cloudy,High ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 30
0x9956 ,JAPRES19DEL03 ,38,4,26.913726,75.75282,27.053726,75.89282,23-03-2022,19:45:00,19:50:00,conditions Windy,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 41
0xd04d ,ALHRES03DEL03 ,36,4.6,25.451517,81.832616,25.481517,81.862616,15-02-2022,23:35:00,23:40:00,conditions Stormy,Low ,2,Buffet ,scooter ,0,No ,Urban ,(min) 27
0x1cd6 ,MYSRES11DEL03 ,25,4.9,12.323225,76.630028,12.353225,76.660028,11-03-2022,23:35:00,23:45:00,conditions Fog,Low ,0,Drinks ,motorcycle ,1,No ,Urban ,(min) 16
0x53cc ,SURRES16DEL02 ,31,3.6,21.160437,72.774209,21.290437,72.904209,02-04-2022,17:40:00,17:55:00,conditions Stormy,Medium ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 37
0x1ca9 ,MYSRES18DEL03 ,26,4.6,12.337928,76.617889,12.397928,76.677889,01-03-2022,23:45:00,00:00:00,conditions Sandstorms,Low ,1,Snack ,motorcycle ,0,No ,Urban ,(min) 10
0xcffe ,GOARES02DEL02 ,29,4.9,15.585658,73.743606,15.605658,73.763606,17-02-2022,11:45:00,11:50:00,conditions Sandstorms,High ,2,Drinks ,scooter ,1,No ,Metropolitian ,(min) 20
0x486c ,HYDRES04DEL01 ,38,4.6,17.411028,78.329645,17.451028,78.369645,07-03-2022,14:50:00,15:00:00,conditions Fog,High ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 37
0x6bff ,JAPRES04DEL03 ,31,4.7,26.902328,75.794257,26.932328,75.824257,21-03-2022,19:10:00,19:25:00,conditions Cloudy,Jam ,1,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 30
0x1e01 ,RANCHIRES15DEL02 ,20,4.9,23.369746,85.33982,23.419746,85.38982,13-03-2022,23:00:00,23:10:00,conditions Stormy,Low ,1,Drinks ,scooter ,1,No ,Metropolitian ,(min) 17
0x4c5c ,CHENRES12DEL02 ,28,4.9,12.972793,80.249982,13.102793,80.379982,10-03-2022,21:25:00,21:30:00,conditions Sunny,Jam ,2,Snack ,scooter ,0,No ,Metropolitian ,(min) 19
0x97c6 ,MYSRES17DEL01 ,22,4.7,12.326356,76.619103,12.366356,76.659103,24-03-2022,12:10:00,12:20:00,conditions Fog,High ,2,Meal ,electric_scooter ,0,No ,Metropolitian ,(min) 20
0x7c53 ,INDORES01DEL01 ,21,4.7,22.695207,75.866059,22.765207,75.936059,08-03-2022,18:40:00,18:55:00,conditions Sunny,Medium ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 13
0x84f4 ,MUMRES010DEL01 ,33,4.7,19.003517,72.82765,19.013517,72.83765,03-04-2022,11:35:00,11:40:00,conditions Windy,High ,2,Buffet ,scooter ,1,No ,Urban ,(min) 30
0x2e4b ,PUNERES13DEL01 ,24,4.9,18.56245,73.916619,18.57245,73.926619,01-03-2022,08:35:00,08:50:00,conditions Windy,Low ,2,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 18
0x8e38 ,CHENRES17DEL02 ,38,4.6,13.045479,80.23311,13.095479,80.28311,26-03-2022,19:10:00,19:25:00,conditions Sunny,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 21
0x813a ,COIMBRES09DEL02 ,32,4.2,11.008638,76.984311,11.058638,77.034311,01-04-2022,20:50:00,21:05:00,conditions Cloudy,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 33
0xdad6 ,AGRRES11DEL02 ,34,4.7,27.163303,78.057044,27.293303,78.187044,12-02-2022,23:10:00,23:20:00,conditions Fog,Low ,1,Buffet ,scooter ,1,No ,Metropolitian ,(min) 27
0xa158 ,SURRES08DEL03 ,32,4.9,21.173343,72.792731,21.263343,72.882731,27-03-2022,18:55:00,19:10:00,conditions Cloudy,Medium ,0,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 41
0x1d61 ,JAPRES010DEL03 ,29,5,26.921411,75.793604,26.951411,75.823604,24-03-2022,22:45:00,23:00:00,conditions Stormy,Low ,1,Snack ,scooter ,0,No ,Metropolitian ,(min) 12
0xb314 ,SURRES06DEL01 ,23,4.6,21.185047,72.80859,21.295047,72.91859,04-03-2022,21:20:00,21:35:00,conditions Sandstorms,Jam ,2,Meal ,scooter ,1,No ,Metropolitian ,(min) 29
0xcdfe ,GOARES05DEL02 ,38,4.9,0.0,0.0,0.02,0.02,17-02-2022,10:50:00,11:05:00,conditions Sandstorms,Low ,2,Meal ,scooter ,0,No ,Metropolitian ,(min) 20
0xdd64 ,DEHRES08DEL01 ,25,4.8,30.359722,78.067079,30.399722,78.107079,15-02-2022,12:10:00,12:15:00,conditions Cloudy,High ,2,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 21
0xdbce ,ALHRES20DEL03 ,35,4.4,25.454697,81.834492,25.544697,81.924492,18-02-2022,23:50:00,23:55:00,conditions Fog,Low ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 32
0xb9f1 ,MUMRES04DEL01 ,26,4.6,19.254567,72.848923,19.324567,72.918923,12-03-2022,19:25:00,19:40:00,conditions Stormy,Jam ,1,Drinks ,scooter ,0,No ,Metropolitian ,(min) 27
0x8292 ,BANGRES17DEL01 ,31,5,12.972532,77.608179,12.982532,77.618179,17-03-2022,12:00:00,12:15:00,conditions Fog,High ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 36
0x373c ,INDORES06DEL03 ,38,4.6,22.728163,75.884212,22.758163,75.914212,26-03-2022,18:15:00,18:20:00,conditions Cloudy,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 25
0x25ed ,INDORES05DEL02 ,23,5,22.727021,75.884167,22.807021,75.964167,04-03-2022,23:40:00,23:45:00,conditions Fog,Low ,1,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 26
0x3fad ,INDORES19DEL01 ,37,4.9,22.745536,75.893106,22.815536,75.963106,23-03-2022,18:50:00,19:00:00,conditions Stormy,Medium ,1,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 28
0xd041 ,AGRRES07DEL03 ,24,4.7,27.160934,78.044095,27.300934,78.184095,12-02-2022,23:35:00,23:50:00,conditions Sandstorms,Low ,1,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 10
0x4484 ,BANGRES12DEL03 ,39,4.8,12.939496,77.625999,12.969496,77.655999,13-03-2022,18:40:00,18:55:00,conditions Stormy,Medium ,2,Drinks ,electric_scooter ,1,No ,Urban ,(min) 25
0x5820 ,HYDRES20DEL03 ,24,4.6,17.483216,78.552111,17.573216,78.642111,23-03-2022,19:15:00,19:30:00,conditions Cloudy,Jam ,0,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 35
0x3f15 ,MYSRES14DEL02 ,30,3.6,0.0,0.0,0.08,0.08,25-03-2022,17:40:00,17:45:00,conditions Stormy,Medium ,1,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 35
0x8a24 ,PUNERES08DEL01 ,22,4.6,18.53408,73.89852,18.57408,73.93852,07-03-2022,17:00:00,17:05:00,conditions Stormy,Medium ,2,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 27
0x897 ,MUMRES19DEL02 ,NaN ,NaN ,19.131141,72.813074,19.21114,72.893074,25-03-2022,NaN ,22:00:00,conditions NaN,NaN ,3,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 38
0xc31c ,GOARES03DEL01 ,34,4.9,15.574828,73.766883,15.644828,73.836883,12-02-2022,20:40:00,20:45:00,conditions Fog,Jam ,0,Meal ,motorcycle ,3,No ,Semi-Urban ,(min) 49
0x9697 ,COIMBRES04DEL01 ,31,4.6,11.024839,77.007003,11.094839,77.077003,04-03-2022,18:50:00,19:00:00,conditions Sunny,Medium ,2,Buffet ,scooter ,1,No ,Metropolitian ,(min) 26
0x42f6 ,HYDRES17DEL01 ,35,4.9,17.451976,78.385883,17.491976,78.425883,30-03-2022,13:15:00,13:30:00,conditions Stormy,High ,1,Meal ,motorcycle ,1,No ,Urban ,(min) 31
0xde8d ,KOCRES15DEL03 ,23,4.6,10.027364,76.308258,10.087364,76.368258,15-02-2022,18:55:00,19:05:00,conditions Sandstorms,Medium ,2,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 21
0x3cc8 ,VADRES20DEL01 ,23,4.6,22.311358,73.164798,22.381358,73.234798,29-03-2022,20:45:00,20:50:00,conditions Stormy,Jam ,1,Buffet ,scooter ,1,No ,Metropolitian ,(min) 24
0xe06 ,INDORES06DEL01 ,35,4.8,22.728163,75.884212,22.798163,75.954212,16-03-2022,18:00:00,18:15:00,conditions Sunny,Medium ,2,Meal ,scooter ,0,No ,Metropolitian ,(min) 26
0x6778 ,HYDRES15DEL02 ,22,4.7,17.45971,78.368855,17.50971,78.418855,05-04-2022,22:00:00,22:05:00,conditions Fog,Jam ,0,Meal ,motorcycle ,0,No ,Urban ,(min) 25
0x241e ,MUMRES08DEL03 ,35,4.4,19.065838,72.832658,19.155838,72.922658,23-03-2022,19:40:00,19:50:00,conditions Fog,Jam ,2,Drinks ,electric_scooter ,0,No ,Metropolitian ,(min) 46
0x68e8 ,MYSRES04DEL01 ,22,4.3,12.3085,76.665808,12.3785,76.735808,02-03-2022,20:15:00,20:25:00,conditions Fog,Jam ,2,Meal ,electric_scooter ,NaN ,No ,Metropolitian ,(min) 31
0xdd7b ,AGRRES04DEL03 ,28,4.7,27.195928,77.998092,27.255928,78.058092,15-02-2022,20:40:00,20:45:00,conditions Fog,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 26
0x98e3 ,VADRES12DEL03 ,26,4.6,0.0,0.0,0.09,0.09,31-03-2022,20:50:00,21:05:00,conditions Windy,Jam ,2,Meal ,scooter ,1,No ,Metropolitian ,(min) 27
0x2c6f ,CHENRES05DEL02 ,37,4.6,13.058616,80.264151,13.188616,80.394151,23-03-2022,20:50:00,21:05:00,conditions Sunny,Jam ,2,Meal ,electric_scooter ,1,No ,Metropolitian ,(min) 16
0x6daf ,SURRES13DEL02 ,29,4.9,21.170096,72.789122,21.190096,72.809122,05-04-2022,08:35:00,08:50:00,conditions Sandstorms,Low ,2,Buffet ,electric_scooter ,1,No ,Metropolitian ,(min) 17
0x669f ,MYSRES11DEL03 ,21,4.4,12.323225,76.630028,12.413225,76.720028,04-04-2022,19:25:00,19:40:00,conditions Windy,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 33
0x9e1 ,CHENRES11DEL02 ,38,4.7,13.064181,80.236442,13.144181,80.316442,25-03-2022,19:15:00,19:20:00,conditions Sunny,Jam ,2,Snack ,motorcycle ,0,No ,NaN ,(min) 23
0x6dee ,MUMRES17DEL02 ,22,4.3,19.121999,72.908493,19.141999,72.928493,05-04-2022,11:35:00,11:45:00,conditions Fog,High ,1,Drinks ,scooter ,1,No ,Metropolitian ,(min) 31
0x6c40 ,CHENRES20DEL02 ,25,4.6,12.975996,80.221898,12.995996,80.241898,17-03-2022,11:30:00,11:40:00,conditions Sandstorms,High ,2,Buffet ,scooter ,1,No ,Urban ,(min) 26
